"","school","conf","div","season"
"1143","Army","Ind",NA,1910
"1144","Brown","Ind",NA,1910
"1145","Illinois","Western",NA,1910
"1146","Navy","Ind",NA,1910
"1147","Sewanee","Ind",NA,1910
"1148","Yale","Ind",NA,1910
"1149","Penn State","Ind",NA,1910
"1150","Texas","Ind",NA,1910
"1151","Davidson","Ind",NA,1910
"1152","Princeton","Ind",NA,1910
"1153","Nebraska","MVIAA",NA,1910
"1154","Colorado College","RMC",NA,1910
"1155","Clemson","Ind",NA,1910
"1156","Indiana","Western",NA,1910
"1157","Cornell","Ind",NA,1910
"1158","Mississippi State","Ind",NA,1910
"1159","Carlisle","Ind",NA,1910
"1160","Mercer","Ind",NA,1910
"1161","Virginia","Ind",NA,1910
"1162","Lafayette","Ind",NA,1910
"1163","Michigan","Ind",NA,1910
"1164","Southwestern (TX)","Ind",NA,1910
"1165","Iowa","Western",NA,1910
"1166","Chattanooga","Ind",NA,1910
"1167","Utah","RMC",NA,1910
"1168","Kansas","MVIAA",NA,1910
"1169","Missouri","MVIAA",NA,1910
"1170","Colgate","Ind",NA,1910
"1171","Alabama","Ind",NA,1910
"1172","Syracuse","Ind",NA,1910
"1173","Washington & Lee","Ind",NA,1910
"1174","North Carolina","Ind",NA,1910
"1175","Villanova","Ind",NA,1910
"1176","Washington & Jefferson","Ind",NA,1910
"1177","Denver","RMC",NA,1910
"1178","Iowa State","MVIAA",NA,1910
"1179","Louisiana State","Ind",NA,1910
"1180","Wisconsin","Western",NA,1910
"1181","Chicago","Western",NA,1910
"1182","Wyoming","RMC",NA,1910
"1183","Colorado Mines","RMC",NA,1910
"1184","Washington (MO)","MVIAA",NA,1910
"1185","Drake","MVIAA",NA,1910
"1186","Tennessee","Ind",NA,1910
"1187","South Carolina","Ind",NA,1910
"1188","Northwestern","Western",NA,1910
"1189","Lehigh","Ind",NA,1910
"1190","Purdue","Western",NA,1910
"1191","Texas Christian","Ind",NA,1910
"1192","The Citadel","Ind",NA,1910
"1193","Tulane","Ind",NA,1910
"1194","Bucknell","Ind",NA,1910
"1195","Dickinson","Ind",NA,1910
"1196","Wake Forest","Ind",NA,1910
"1197","Samford","Ind",NA,1910
"1198","Haskell","Ind",NA,1910
"1199","Colorado State","RMC",NA,1910
"1200","Carnegie Mellon","Ind",NA,1910
"1201","Minnesota","Western",NA,1911
"1202","Texas A&M","Ind",NA,1911
"1203","Vanderbilt","Ind",NA,1911
"1204","Wisconsin","Western",NA,1911
"1205","Georgia Tech","Ind",NA,1911
"1206","Georgia","Ind",NA,1911
"1207","Carlisle","Ind",NA,1911
"1208","Auburn","Ind",NA,1911
"1209","Yale","Ind",NA,1911
"1210","Chicago","Western",NA,1911
"1211","Nebraska","MVIAA",NA,1911
"1212","Alabama","Ind",NA,1911
"1213","Penn State","Ind",NA,1911
"1214","Georgetown","Ind",NA,1911
"1215","Texas","Ind",NA,1911
"1216","Navy","Ind",NA,1911
"1217","Princeton","Ind",NA,1911
"1218","Army","Ind",NA,1911
"1219","Virginia","Ind",NA,1911
"1220","Iowa State","MVIAA",NA,1911
"1221","Mississippi State","Ind",NA,1911
"1222","Michigan","Ind",NA,1911
"1223","Colorado","RMC",NA,1911
"1224","Arkansas","Ind",NA,1911
"1225","Mississippi","Ind",NA,1911
"1226","Utah","RMC",NA,1911
"1227","Washington & Lee","Ind",NA,1911
"1228","Louisiana State","Ind",NA,1911
"1229","Drake","MVIAA",NA,1911
"1230","Southwestern (TX)","Ind",NA,1911
"1231","Sewanee","Ind",NA,1911
"1232","Colorado College","RMC",NA,1911
"1233","North Carolina","Ind",NA,1911
"1234","Harvard","Ind",NA,1911
"1235","Virginia Tech","Ind",NA,1911
"1236","Florida","Ind",NA,1911
"1237","Cornell","Ind",NA,1911
"1238","North Carolina State","Ind",NA,1911
"1239","Davidson","Ind",NA,1911
"1240","Illinois","Western",NA,1911
"1241","Brown","Ind",NA,1911
"1242","Washington (MO)","MVIAA",NA,1911
"1243","Pennsylvania","Ind",NA,1911
"1244","Tulane","Ind",NA,1911
"1245","Pittsburgh","Ind",NA,1911
"1246","Lafayette","Ind",NA,1911
"1247","Indiana","Western",NA,1911
"1248","Wake Forest","Ind",NA,1911
"1249","Bucknell","Ind",NA,1911
"1250","Northwestern","Western",NA,1911
"1251","Washington & Jefferson","Ind",NA,1911
"1252","Iowa","Western",NA,1911
"1253","Mercer","Ind",NA,1911
"1254","Baylor","Ind",NA,1911
"1255","Clemson","Ind",NA,1911
"1256","Syracuse","Ind",NA,1911
"1257","Denver","RMC",NA,1911
"1258","Purdue","Western",NA,1911
"1259","Wyoming","RMC",NA,1911
"1260","Kansas","MVIAA",NA,1911
"1261","The Citadel","Ind",NA,1911
"1262","Colorado Mines","RMC",NA,1911
"1263","Missouri","MVIAA",NA,1911
"1264","Colgate","Ind",NA,1911
"1265","Lehigh","Ind",NA,1911
"1266","Tennessee","Ind",NA,1911
"1267","South Carolina","Ind",NA,1911
"1268","Villanova","Ind",NA,1911
"1269","Samford","Ind",NA,1911
"1270","Mississippi College","Ind",NA,1911
"1271","Colorado State","RMC",NA,1911
"1272","Wisconsin","Western",NA,1912
"1273","Auburn","Ind",NA,1912
"1274","Vanderbilt","Ind",NA,1912
"1275","Penn State","Ind",NA,1912
"1276","Texas A&M","Ind",NA,1912
"1277","Princeton","Ind",NA,1912
"1278","Georgia","Ind",NA,1912
"1279","Harvard","Ind",NA,1912
"1280","Georgetown","Ind",NA,1912
"1281","Chicago","Western",NA,1912
"1282","Carlisle","Ind",NA,1912
"1283","Nebraska","MVIAA",NA,1912
"1284","Sewanee","Ind",NA,1912
"1285","Minnesota","Western",NA,1912
"1286","Purdue","Western",NA,1912
"1287","Dartmouth","Ind",NA,1912
"1288","Louisiana State","Ind",NA,1912
"1289","Iowa State","MVIAA",NA,1912
"1290","Swarthmore","Ind",NA,1912
"1291","Colorado Mines","RMC",NA,1912
"1292","Mississippi State","Ind",NA,1912
"1293","Georgia Tech","Ind",NA,1912
"1294","Yale","Ind",NA,1912
"1295","Utah","RMC",NA,1912
"1296","Florida","Ind",NA,1912
"1297","Alabama","Ind",NA,1912
"1298","Washington & Lee","Ind",NA,1912
"1299","Texas","Ind",NA,1912
"1300","Washington & Jefferson","Ind",NA,1912
"1301","Lehigh","Ind",NA,1912
"1302","Iowa","Western",NA,1912
"1303","Missouri","MVIAA",NA,1912
"1304","Oklahoma","Ind",NA,1912
"1305","Illinois","Western",NA,1912
"1306","Utah State","Ind",NA,1912
"1307","South Carolina","Ind",NA,1912
"1308","Virginia","Ind",NA,1912
"1309","Tulane","Ind",NA,1912
"1310","Kansas State","Ind",NA,1912
"1311","Colorado","RMC",NA,1912
"1312","Pennsylvania","Ind",NA,1912
"1313","Mississippi","Ind",NA,1912
"1314","Army","Ind",NA,1912
"1315","Kansas","MVIAA",NA,1912
"1316","Mercer","Ind",NA,1912
"1317","Bucknell","Ind",NA,1912
"1318","Northwestern","Western",NA,1912
"1319","Colorado State","RMC",NA,1912
"1320","Virginia Tech","Ind",NA,1912
"1321","Clemson","Ind",NA,1912
"1322","Drake","MVIAA",NA,1912
"1323","Navy","Ind",NA,1912
"1324","Michigan","Ind",NA,1912
"1325","Tennessee","Ind",NA,1912
"1326","Brown","Ind",NA,1912
"1327","Indiana","Western",NA,1912
"1328","Syracuse","Ind",NA,1912
"1329","Arkansas","Ind",NA,1912
"1330","Colgate","Ind",NA,1912
"1331","Villanova","Ind",NA,1912
"1332","Colorado College","RMC",NA,1912
"1333","Pittsburgh","Ind",NA,1912
"1334","North Carolina State","Ind",NA,1912
"1335","Washington (MO)","MVIAA",NA,1912
"1336","The Citadel","Ind",NA,1912
"1337","Mississippi College","Ind",NA,1912
"1338","Lafayette","Ind",NA,1912
"1339","North Carolina","Ind",NA,1912
"1340","Cornell","Ind",NA,1912
"1341","Wake Forest","Ind",NA,1912
"1342","Davidson","Ind",NA,1912
"1343","Denver","RMC",NA,1912
"1344","Baylor","Ind",NA,1912
"1345","Southwestern (TX)","Ind",NA,1912
"1346","Wyoming","RMC",NA,1912
"1347","Samford","Ind",NA,1912
"1348","Auburn","Ind",NA,1913
"1349","Chicago","Western",NA,1913
"1350","Virginia","Ind",NA,1913
"1351","Georgia","Ind",NA,1913
"1352","Georgia Tech","Ind",NA,1913
"1353","Harvard","Ind",NA,1913
"1354","Washington & Jefferson","Ind",NA,1913
"1355","Carlisle","Ind",NA,1913
"1356","Navy","Ind",NA,1913
"1357","Michigan","Ind",NA,1913
"1358","Minnesota","Western",NA,1913
"1359","Notre Dame","Ind",NA,1913
"1360","Iowa","Western",NA,1913
"1361","Purdue","Western",NA,1913
"1362","Washington & Lee","Ind",NA,1913
"1363","Nebraska","MVIAA",NA,1913
"1364","Pittsburgh","Ind",NA,1913
"1365","Illinois","Western",NA,1913
"1366","Princeton","Ind",NA,1913
"1367","Colgate","Ind",NA,1913
"1368","Vanderbilt","Ind",NA,1913
"1369","North Carolina State","Ind",NA,1913
"1370","Louisiana State","Ind",NA,1913
"1371","Yale","Ind",NA,1913
"1372","Missouri","MVIAA",NA,1913
"1373","Army","Ind",NA,1913
"1374","Alabama","Ind",NA,1913
"1375","Dartmouth","Ind",NA,1913
"1376","Cornell","Ind",NA,1913
"1377","Oklahoma","Ind",NA,1913
"1378","Florida","Ind",NA,1913
"1379","Mississippi State","Ind",NA,1913
"1380","Clemson","Ind",NA,1913
"1381","Texas","Ind",NA,1913
"1382","Pennsylvania","Ind",NA,1913
"1383","Virginia Military Institute","Ind",NA,1913
"1384","Virginia Tech","Ind",NA,1913
"1385","Tennessee","Ind",NA,1913
"1386","Sewanee","Ind",NA,1913
"1387","Kansas","MVIAA",NA,1913
"1388","Bucknell","Ind",NA,1913
"1389","Syracuse","Ind",NA,1913
"1390","South Carolina","Ind",NA,1913
"1391","Wisconsin","Western",NA,1913
