"","player","pos","season","school_name","class"
"5998","Zach McCormick","G",2014,"Miami (OH)","FR"
"5999","Chris Bryant","F",2014,"Miami (OH)","JR"
"6000","Logan McLane","F",2014,"Miami (OH)","FR"
"6001","Jaryd Eustace","G",2014,"Miami (OH)","SO"
"6002","Kalif Wright","F",2014,"Miami (OH)","JR"
"6003","Rod Mills","F",2014,"Miami (OH)","FR"
"6004","Joshua Oswald","F",2014,"Miami (OH)","SO"
"6005","Brian Oddo","F",2014,"Miami (OH)","JR"
"6006","John Hawkins","C",2014,"Miami (OH)","JR"
"6007","Tre Hawkins","G",2014,"Miami (OH)","FR"
"6008","Geovonie McKnight","G",2015,"Miami (OH)","SR"
"6009","Eric Washington","G",2015,"Miami (OH)","SR"
"6010","Chris Bryant","F",2015,"Miami (OH)","SR"
"6011","Abdoulaye Harouna","G",2015,"Miami (OH)","SO"
"6012","Rod Mills","F",2015,"Miami (OH)","SO"
"6013","L.J. Livingston","F",2015,"Miami (OH)","SR"
"6014","Dion Wade","G",2015,"Miami (OH)","SO"
"6015","Willie Moore","G",2015,"Miami (OH)","SR"
"6016","Logan McLane","F",2015,"Miami (OH)","SO"
"6017","Kalif Wright","F",2015,"Miami (OH)","SR"
"6018","Zach McCormick","G",2015,"Miami (OH)","SO"
"6019","Ali Barnes","G",2015,"Miami (OH)","SO"
"6020","Jere Vucica","F",2015,"Miami (OH)","SR"
"6021","Brian Oddo","F",2015,"Miami (OH)","SR"
"6022","Jake Bischoff","G",2015,"Miami (OH)","JR"
"6023","Michael Weathers","G",2016,"Miami (OH)","FR"
"6024","Logan McLane","F",2016,"Miami (OH)","JR"
"6025","Marcus Weathers","F",2016,"Miami (OH)","FR"
"6026","Jake Wright","G",2016,"Miami (OH)","SO"
"6027","Rod Mills","F",2016,"Miami (OH)","JR"
"6028","Abdoulaye Harouna","G",2016,"Miami (OH)","JR"
"6029","Darius Harper","C",2016,"Miami (OH)","FR"
"6030","Milos Jovic","G",2016,"Miami (OH)","FR"
"6031","Dion Wade","G",2016,"Miami (OH)","JR"
"6032","Bruno Solomun","F",2016,"Miami (OH)","FR"
"6033","Jake Bischoff","G",2016,"Miami (OH)","SR"
"6034","Zach McCormick","G",2016,"Miami (OH)","JR"
"6035","Ben Eke Kazee","F",2016,"Miami (OH)","FR"
"6036","Nike Sibande","G",2017,"Miami (OH)","FR"
"6037","Darrian Ringo","G",2017,"Miami (OH)","JR"
"6038","Logan McLane","F",2017,"Miami (OH)","SR"
"6039","Jalen Adaway","G",2017,"Miami (OH)","FR"
"6040","Dalonte Brown","F",2017,"Miami (OH)","FR"
"6041","Bam Bowman","F",2017,"Miami (OH)","SO"
"6042","Isaiah Coleman-Lands","G",2017,"Miami (OH)","FR"
"6043","Jake Wright","G",2017,"Miami (OH)","JR"
"6044","Rod Mills","F",2017,"Miami (OH)","SR"
"6045","Precious Ayah","F",2017,"Miami (OH)","FR"
"6046","Grant Pitman","G",2017,"Miami (OH)","JR"
"6047","Darius Harper","C",2017,"Miami (OH)","SO"
"6048","Michael Ritchie","F",2017,"Miami (OH)","FR"
"6049","Nike Sibande","G",2018,"Miami (OH)","SO"
"6050","Dalonte Brown","F",2018,"Miami (OH)","SO"
"6051","Bam Bowman","F",2018,"Miami (OH)","JR"
"6052","Jalen Adaway","G",2018,"Miami (OH)","SO"
"6053","Darrian Ringo","G",2018,"Miami (OH)","SR"
"6054","Mekhi Lairy","G",2018,"Miami (OH)","FR"
"6055","Abdoulaye Harouna","G",2018,"Miami (OH)","SR"
"6056","Milos Jovic","G",2018,"Miami (OH)","SO"
"6057","Elijah McNamara","F",2018,"Miami (OH)","FR"
"6058","Precious Ayah","F",2018,"Miami (OH)","SO"
"6059","Aleks Abrams","F",2018,"Miami (OH)","SR"
"6060","Isaiah Coleman-Lands","G",2018,"Miami (OH)","SO"
"6061","Michael Ritchie","F",2018,"Miami (OH)","SO"
"6062","Benjamin Litteken","G",2018,"Miami (OH)","SO"
"6063","Nike Sibande","G",2019,"Miami (OH)","JR"
"6064","Dae Dae Grant","G",2019,"Miami (OH)","FR"
"6065","Dalonte Brown","F",2019,"Miami (OH)","JR"
"6066","Mekhi Lairy","G",2019,"Miami (OH)","SO"
"6067","Isaiah Coleman-Lands","G",2019,"Miami (OH)","SO"
"6068","Bam Bowman","F",2019,"Miami (OH)","SR"
"6069","Milos Jovic","G",2019,"Miami (OH)","JR"
"6070","Elijah McNamara","F",2019,"Miami (OH)","SO"
"6071","Precious Ayah","F",2019,"Miami (OH)","JR"
"6072","Josh Brewer","F",2019,"Miami (OH)","SO"
"6073","Myja White","G",2019,"Miami (OH)","SO"
"6074","Benjamin Litteken","G",2019,"Miami (OH)","JR"
"6075","Javin Etzler","F",2019,"Miami (OH)","FR"
"6076","Michael Ritchie","F",2019,"Miami (OH)","JR"
"6077","Dae Dae Grant","G",2020,"Miami (OH)","SO"
"6078","Dalonte Brown","F",2020,"Miami (OH)","SR"
"6079","Mekhi Lairy","G",2020,"Miami (OH)","JR"
"6080","Isaiah Coleman-Lands","G",2020,"Miami (OH)","JR"
"6081","James Beck","F",2020,"Miami (OH)","JR"
"6082","Myja White","G",2020,"Miami (OH)","JR"
"6083","Elijah McNamara","F",2020,"Miami (OH)","JR"
"6084","Precious Ayah","F",2020,"Miami (OH)","SR"
"6085","Javin Etzler","F",2020,"Miami (OH)","SO"
"6086","Josh Brewer","F",2020,"Miami (OH)","JR"
"6087","Milos Jovic","G",2020,"Miami (OH)","SR"
"6088","Jackson Ames","C",2020,"Miami (OH)",""
"6089","Luka Eller","F",2020,"Miami (OH)",""
"6090","Bryson Tatum","G",2020,"Miami (OH)","FR"
"6091","Benjamin Litteken","G",2020,"Miami (OH)","SR"
"6092","Michael Ritchie","F",2020,"Miami (OH)","SR"
"6093","Dae Dae Grant","G",2021,"Miami (OH)","JR"
"6094","Mekhi Lairy","G",2021,"Miami (OH)","SR"
"6095","Dalonte Brown","F",2021,"Miami (OH)","SR"
"6096","Precious Ayah","F",2021,"Miami (OH)","SR"
"6097","Isaiah Coleman-Lands","G",2021,"Miami (OH)","SR"
"6098","Kamari Williams","F",2021,"Miami (OH)","SO"
"6099","Myja White","G",2021,"Miami (OH)","JR"
"6100","Elijah McNamara","F",2021,"Miami (OH)","SR"
"6101","Marr Avance","G",2021,"Miami (OH)","FR"
"6102","Curtis Harrison","F",2021,"Miami (OH)","FR"
"6103","James Beck","F",2021,"Miami (OH)","SR"
"6104","Javin Etzler","F",2021,"Miami (OH)","JR"
"6105","Jackson Ames","C",2021,"Miami (OH)","SO"
"6106","Luka Eller","F",2021,"Miami (OH)","SO"
"6107","Wil Stevens","G",2021,"Miami (OH)","JR"
"6108","Jackson Kenyon","F",2021,"Miami (OH)","JR"
"6109","Mekhi Lairy","G",2022,"Miami (OH)","SR"
"6110","Anderson Mirambeaux","F",2022,"Miami (OH)","SR"
"6111","Morgan Safford","G",2022,"Miami (OH)","JR"
"6112","Ryan Mabrey","G",2022,"Miami (OH)","FR"
"6113","Billy Smith","G",2022,"Miami (OH)","FR"
"6114","Kamari Williams","F",2022,"Miami (OH)","JR"
"6115","Julian Lewis","G",2022,"Miami (OH)","SO"
"6116","Bryson Tatum","G",2022,"Miami (OH)","SO"
"6117","Jaquel Morris","F",2022,"Miami (OH)","FR"
"6118","Eli Yofan","G",2022,"Miami (OH)","FR"
"6119","Mitchell Rylee","F",2022,"Miami (OH)","FR"
"6120","Wil Stevens","G",2022,"Miami (OH)","SR"
"6121","Jackson Kenyon","F",2022,"Miami (OH)","SR"
"6122","Curtis Harrison","F",2022,"Miami (OH)","SO"
"6123","Javin Etzler","F",2022,"Miami (OH)","SR"
"6124","Darweshi Hunter","G",2023,"Miami (OH)","SR"
"6125","Bryson Bultman","G",2023,"Miami (OH)","SR"
"6126","Jaquel Morris","F",2023,"Miami (OH)","SO"
"6127","Evan Ipsaro","G",2023,"Miami (OH)","FR"
"6128","Ryan Mabrey","G",2023,"Miami (OH)","SO"
"6129","Mekhi Cooper","G",2023,"Miami (OH)","FR"
"6130","Bradley Dean","G",2023,"Miami (OH)","JR"
"6131","Jackson Kotecki","F",2023,"Miami (OH)","FR"
"6132","Eian Elmer","F",2023,"Miami (OH)","FR"
"6133","Hampton Dauparas","F",2023,"Miami (OH)","FR"
"6134","Reece Potter","C",2023,"Miami (OH)","FR"
"6135","Blake Anderson","G",2023,"Miami (OH)","FR"
"6136","Julian Lewis","G",2023,"Miami (OH)","JR"
"6137","Eli Yofan","G",2023,"Miami (OH)","SO"
"6138","Anderson Mirambeaux","F",2023,"Miami (OH)","SR"
"6139","Darius Morris","G",2010,"Michigan","SO"
"6140","Tim Hardaway","G",2010,"Michigan","FR"
"6141","Jordan Morgan","F",2010,"Michigan","FR"
"6142","Zack Novak","G",2010,"Michigan","JR"
"6143","Stu Douglass","G",2010,"Michigan","JR"
"6144","Evan Smotrycz","F",2010,"Michigan","FR"
"6145","Matt Vogrich","G",2010,"Michigan","SO"
"6146","Jon Horford","C",2010,"Michigan","FR"
"6147","Blake McLimans","F",2010,"Michigan","FR"
"6148","Eso Akunne","G",2010,"Michigan","SO"
"6149","Colton Christian","F",2010,"Michigan","FR"
"6150","Josh Bartelstein","G",2010,"Michigan","SO"
"6151","Corey Person","G",2010,"Michigan","SO"
"6152","Darrick Ervin","G",2010,"Michigan","JR"
"6153","Trey Burke","G",2011,"Michigan","FR"
"6154","Tim Hardaway","G",2011,"Michigan","SO"
"6155","Zack Novak","G",2011,"Michigan","SR"
"6156","Evan Smotrycz","F",2011,"Michigan","SO"
"6157","Stu Douglass","G",2011,"Michigan","SR"
"6158","Jordan Morgan","F",2011,"Michigan","SO"
"6159","Matt Vogrich","G",2011,"Michigan","JR"
"6160","Blake McLimans","F",2011,"Michigan","SO"
"6161","Jon Horford","C",2011,"Michigan","SO"
"6162","Eso Akunne","G",2011,"Michigan","JR"
"6163","Corey Person","G",2011,"Michigan","JR"
"6164","Colton Christian","F",2011,"Michigan","SO"
"6165","Carlton Brundidge","G",2011,"Michigan","FR"
"6166","Josh Bartelstein","G",2011,"Michigan","JR"
"6167","Trey Burke","G",2012,"Michigan","SO"
"6168","Tim Hardaway","G",2012,"Michigan","JR"
"6169","Nik Stauskas","G",2012,"Michigan","FR"
"6170","Glenn Robinson","F",2012,"Michigan","FR"
"6171","Mitch McGary","F",2012,"Michigan","FR"
"6172","Jordan Morgan","F",2012,"Michigan","JR"
"6173","Jon Horford","C",2012,"Michigan","SO"
"6174","Spike Albrecht","G",2012,"Michigan","FR"
"6175","Caris LeVert","G",2012,"Michigan","FR"
"6176","Matt Vogrich","G",2012,"Michigan","SR"
"6177","Max Bielfeldt","F",2012,"Michigan","FR"
"6178","Eso Akunne","G",2012,"Michigan","SR"
"6179","Blake McLimans","F",2012,"Michigan","JR"
"6180","Corey Person","G",2012,"Michigan","SR"
"6181","Josh Bartelstein","G",2012,"Michigan","SR"
"6182","Nik Stauskas","G",2013,"Michigan","SO"
"6183","Glenn Robinson","F",2013,"Michigan","SO"
"6184","Caris LeVert","G",2013,"Michigan","SO"
"6185","Derrick Walton","G",2013,"Michigan","FR"
"6186","Zak Irvin","G",2013,"Michigan","FR"
"6187","Jordan Morgan","F",2013,"Michigan","SR"
"6188","Jon Horford","C",2013,"Michigan","JR"
"6189","Spike Albrecht","G",2013,"Michigan","SO"
"6190","Mitch McGary","F",2013,"Michigan","SO"
"6191","Max Bielfeldt","F",2013,"Michigan","SO"
"6192","Sean Lonergan","F",2013,"Michigan","FR"
"6193","Cole McConnell","G",2013,"Michigan","FR"
"6194","Andrew Dakich","G",2013,"Michigan","FR"
"6195","Brad Anlauf","F",2013,"Michigan","SO"
"6196","Zak Irvin","G",2014,"Michigan","SO"
"6197","Caris LeVert","G",2014,"Michigan","JR"
"6198","Spike Albrecht","G",2014,"Michigan","JR"
"6199","Aubrey Dawkins","G",2014,"Michigan","FR"
"6200","Derrick Walton","G",2014,"Michigan","SO"
"6201","Ricky Doyle","F",2014,"Michigan","FR"
"6202","Max Bielfeldt","F",2014,"Michigan","JR"
"6203","Muhammad-Ali Abdur-Rahkman","G",2014,"Michigan","FR"
"6204","Kameron Chatman","G",2014,"Michigan","FR"
"6205","Mark Donnal","F",2014,"Michigan","FR"
"6206","Andrew Dakich","G",2014,"Michigan","SO"
"6207","Sean Lonergan","F",2014,"Michigan","SO"
"6208","D.J. Wilson","F",2014,"Michigan","FR"
"6209","Austin Hatch","G",2014,"Michigan","FR"
"6210","Ryan Kapustka","G",2014,"Michigan","FR"
"6211","Jon Rubenstein","G",2014,"Michigan","FR"
"6212","Zak Irvin","G",2015,"Michigan","JR"
"6213","Duncan Robinson","F",2015,"Michigan","SO"
"6214","Derrick Walton","G",2015,"Michigan","JR"
"6215","Muhammad-Ali Abdur-Rahkman","G",2015,"Michigan","SO"
"6216","Mark Donnal","F",2015,"Michigan","SO"
"6217","Caris LeVert","G",2015,"Michigan","SR"
"6218","Aubrey Dawkins","G",2015,"Michigan","SO"
"6219","Ricky Doyle","F",2015,"Michigan","SO"
"6220","Moritz Wagner","F",2015,"Michigan","FR"
"6221","Kameron Chatman","G",2015,"Michigan","SO"
"6222","D.J. Wilson","F",2015,"Michigan","SO"
"6223","Spike Albrecht","G",2015,"Michigan","SR"
"6224","Andrew Dakich","G",2015,"Michigan","JR"
"6225","Derrick Walton","G",2016,"Michigan","SR"
"6226","Zak Irvin","G",2016,"Michigan","SR"
"6227","Moritz Wagner","F",2016,"Michigan","SO"
"6228","D.J. Wilson","F",2016,"Michigan","JR"
"6229","Muhammad-Ali Abdur-Rahkman","G",2016,"Michigan","JR"
"6230","Duncan Robinson","F",2016,"Michigan","JR"
"6231","Mark Donnal","F",2016,"Michigan","JR"
"6232","Zavier Simpson","G",2016,"Michigan","FR"
"6233","Ibi Watson","G",2016,"Michigan","FR"
"6234","Sean Lonergan","F",2016,"Michigan","SR"
"6235","Jon Teske","C",2016,"Michigan","FR"
"6236","Fred Wright-Jones","G",2016,"Michigan","SO"
"6237","Brent Hibbitts","F",2016,"Michigan","SO"
"6238","Moritz Wagner","F",2017,"Michigan","JR"
"6239","Charles Matthews","G",2017,"Michigan","JR"
"6240","Muhammad-Ali Abdur-Rahkman","G",2017,"Michigan","SR"
"6241","Duncan Robinson","F",2017,"Michigan","SR"
"6242","Zavier Simpson","G",2017,"Michigan","SO"
"6243","Jordan Poole","G",2017,"Michigan","FR"
"6244","Jon Teske","C",2017,"Michigan","SO"
"6245","Isaiah Livers","F",2017,"Michigan","FR"
"6246","Ibi Watson","G",2017,"Michigan","SO"
"6247","Eli Brooks","G",2017,"Michigan","FR"
"6248","Jaaron Simmons","G",2017,"Michigan","SR"
"6249","Austin Davis","F",2017,"Michigan","FR"
"6250","Brent Hibbitts","F",2017,"Michigan","JR"
"6251","C.J. Baird","F",2017,"Michigan","FR"
"6252","Naji Ozeir","F",2017,"Michigan","FR"
"6253","Rico Ozuna-Harrison","G",2017,"Michigan","FR"
"6254","Luke Wilson","G",2017,"Michigan","FR"
"6255","Ignas Brazdeikis","F",2018,"Michigan","FR"
"6256","Jordan Poole","G",2018,"Michigan","SO"
"6257","Charles Matthews","G",2018,"Michigan","SR"
"6258","Jon Teske","C",2018,"Michigan","JR"
"6259","Zavier Simpson","G",2018,"Michigan","JR"
"6260","Isaiah Livers","F",2018,"Michigan","SO"
"6261","Eli Brooks","G",2018,"Michigan","SO"
"6262","Austin Davis","F",2018,"Michigan","SO"
"6263","Brandon Johns","F",2018,"Michigan","FR"
"6264","Colin Castleton","F",2018,"Michigan","FR"
"6265","David Dejulius","G",2018,"Michigan","FR"
"6266","C.J. Baird","F",2018,"Michigan","SO"
"6267","Adrien Nunez","G",2018,"Michigan","FR"
"6268","Rico Ozuna-Harrison","G",2018,"Michigan","SO"
"6269","Luke Wilson","G",2018,"Michigan","SO"
"6270","Zavier Simpson","G",2019,"Michigan","SR"
"6271","Jon Teske","C",2019,"Michigan","SR"
"6272","Eli Brooks","G",2019,"Michigan","JR"
"6273","Franz Wagner","G",2019,"Michigan","FR"
"6274","Isaiah Livers","F",2019,"Michigan","JR"
"6275","David Dejulius","G",2019,"Michigan","SO"
"6276","Brandon Johns","F",2019,"Michigan","SO"
"6277","Austin Davis","F",2019,"Michigan","JR"
"6278","Colin Castleton","F",2019,"Michigan","SO"
"6279","Adrien Nunez","G",2019,"Michigan","SO"
"6280","Cole Bajema","G",2019,"Michigan","FR"
"6281","C.J. Baird","F",2019,"Michigan","JR"
"6282","Jaron Faulds","F",2019,"Michigan","JR"
"6283","Luke Wilson","G",2019,"Michigan","JR"
"6284","Rico Ozuna-Harrison","G",2019,"Michigan","JR"
"6285","Hunter Dickinson","C",2020,"Michigan","FR"
"6286","Franz Wagner","G",2020,"Michigan","SO"
"6287","Isaiah Livers","F",2020,"Michigan","SR"
"6288","Eli Brooks","G",2020,"Michigan","SR"
"6289","Mike Smith","G",2020,"Michigan","SR"
"6290","Chaundee Brown","G",2020,"Michigan","SR"
"6291","Brandon Johns","F",2020,"Michigan","JR"
"6292","Austin Davis","F",2020,"Michigan","SR"
"6293","Terrance Williams","F",2020,"Michigan","FR"
"6294","Zeb Jackson","G",2020,"Michigan","FR"
"6295","Jace Howard","G",2020,"Michigan","FR"
"6296","Adrien Nunez","G",2020,"Michigan","JR"
"6297","Jaron Faulds","F",2020,"Michigan","SR"
"6298","C.J. Baird","F",2020,"Michigan","SR"
"6299","Rico Ozuna-Harrison","G",2020,"Michigan","SR"
"6300","Brandon Wade","G",2020,"Michigan","SO"
"6301","Luke Wilson","G",2020,"Michigan","SR"
"6302","Hunter Dickinson","C",2021,"Michigan","SO"
"6303","Eli Brooks","G",2021,"Michigan","SR"
"6304","Caleb Houstan","G",2021,"Michigan","FR"
"6305","DeVante Jones","G",2021,"Michigan","SR"
"6306","Moussa Diabate","F",2021,"Michigan","FR"
"6307","Terrance Williams","F",2021,"Michigan","SO"
"6308","Brandon Johns","F",2021,"Michigan","SR"
"6309","Frankie Collins","G",2021,"Michigan","FR"
"6310","Kobe Bufkin","G",2021,"Michigan","FR"
"6311","Jace Howard","G",2021,"Michigan","SO"
"6312","Jaron Faulds","F",2021,"Michigan","SR"
"6313","Zeb Jackson","G",2021,"Michigan","SO"
"6314","Adrien Nunez","G",2021,"Michigan","SR"
"6315","Isaiah Barnes","G",2021,"Michigan","FR"
"6316","Ian Burns","G",2021,"Michigan",""
"6317","Hunter Dickinson","C",2022,"Michigan","JR"
"6318","Kobe Bufkin","G",2022,"Michigan","SO"
"6319","Jett Howard","G",2022,"Michigan","FR"
"6320","Dug McDaniel","G",2022,"Michigan","FR"
"6321","Terrance Williams","F",2022,"Michigan","JR"
"6322","Joey Baker","F",2022,"Michigan","SR"
"6323","Tarris Reed","F",2022,"Michigan","FR"
"6324","Will Tschetter","F",2022,"Michigan","FR"
"6325","Jaelin Llewellyn","G",2022,"Michigan","SR"
"6326","Jace Howard","G",2022,"Michigan","JR"
"6327","Isaiah Barnes","G",2022,"Michigan","SO"
"6328","Youssef Khayat","F",2022,"Michigan","FR"
"6329","Gregg Glenn","F",2022,"Michigan","FR"
"6330","Ian Burns","G",2022,"Michigan","SO"
"6331","Jackson Selvala","F",2022,"Michigan","SR"
"6332","Cooper Smith","G",2022,"Michigan","SO"
"6333","Dug McDaniel","G",2023,"Michigan","SO"
"6334","Olivier Nkamhoua","F",2023,"Michigan","SR"
"6335","Terrance Williams","F",2023,"Michigan","SR"
"6336","Nimari Burnett","G",2023,"Michigan","SR"
"6337","Will Tschetter","F",2023,"Michigan","JR"
"6338","Tarris Reed","F",2023,"Michigan","SO"
"6339","Tray Jackson","F",2023,"Michigan","SR"
"6340","Youssef Khayat","F",2023,"Michigan","SO"
"6341","George Washington III","G",2023,"Michigan","FR"
"6342","Ian Burns","G",2023,"Michigan","JR"
"6343","Cooper Smith","G",2023,"Michigan","JR"
"6344","Harrison Hochberg","F",2023,"Michigan","FR"
"6345","Jackson Selvala","F",2023,"Michigan","SR"
"6346","Jace Howard","G",2023,"Michigan","SR"
"6347","Jaelin Llewellyn","G",2023,"Michigan","SR"
"6348","Kalin Lucas","G",2010,"Michigan State","SR"
"6349","Draymond Green","F",2010,"Michigan State","JR"
"6350","Durrell Summers","G",2010,"Michigan State","SR"
"6351","Keith Appling","G",2010,"Michigan State","FR"
"6352","Delvon Roe","F",2010,"Michigan State","JR"
"6353","Korie Lucious","G",2010,"Michigan State","JR"
"6354","Garrick Sherman","C",2010,"Michigan State","SO"
"6355","Adreian Payne","C",2010,"Michigan State","FR"
"6356","Derrick Nix","C",2010,"Michigan State","SO"
"6357","Austin Thornton","G",2010,"Michigan State","JR"
"6358","Mike Kebler","G",2010,"Michigan State","SR"
"6359","Anthony Ianni","C",2010,"Michigan State","JR"
"6360","Dan Chapman","G",2010,"Michigan State","FR"
"6361","Nick Giard","G",2010,"Michigan State","FR"
"6362","Matt Heneveld","G",2010,"Michigan State","JR"
"6363","Draymond Green","F",2011,"Michigan State","SR"
"6364","Keith Appling","G",2011,"Michigan State","SO"
"6365","Brandon Wood","G",2011,"Michigan State","SR"
"6366","Derrick Nix","C",2011,"Michigan State","JR"
"6367","Branden Dawson","F",2011,"Michigan State","FR"
"6368","Adreian Payne","C",2011,"Michigan State","SO"
"6369","Austin Thornton","G",2011,"Michigan State","SR"
"6370","Travis Trice","G",2011,"Michigan State","FR"
"6371","Alex Gauna","F",2011,"Michigan State","FR"
"6372","Russell Byrd","G",2011,"Michigan State","FR"
"6373","Brandan Kearney","F",2011,"Michigan State","FR"
"6374","Keenan Wetzel","G",2011,"Michigan State","FR"
"6375","Anthony Ianni","C",2011,"Michigan State","SR"
"6376","Joe Sweeny","G",2011,"Michigan State","SR"
"6377","Colby Wollenman","F",2011,"Michigan State","FR"
"6378","Dan Chapman","G",2011,"Michigan State","SO"
"6379","Keith Appling","G",2012,"Michigan State","JR"
"6380","Gary Harris","G",2012,"Michigan State","FR"
"6381","Adreian Payne","C",2012,"Michigan State","JR"
"6382","Derrick Nix","C",2012,"Michigan State","SR"
"6383","Branden Dawson","F",2012,"Michigan State","SO"
"6384","Denzel Valentine","G",2012,"Michigan State","FR"
"6385","Travis Trice","G",2012,"Michigan State","SO"
"6386","Matt Costello","F",2012,"Michigan State","FR"
"6387","Russell Byrd","G",2012,"Michigan State","SO"
"6388","Alex Gauna","F",2012,"Michigan State","SO"
"6389","Brandan Kearney","F",2012,"Michigan State","SO"
"6390","Trevor Bohnhoff","F",2012,"Michigan State","FR"
"6391","Dan Chapman","G",2012,"Michigan State","JR"
"6392","Emmett Dacey","F",2012,"Michigan State","SO"
"6393","Bella Sibedwo","G",2012,"Michigan State","SO"
"6394","Keenan Wetzel","G",2012,"Michigan State","SO"
"6395","Gary Harris","G",2013,"Michigan State","SO"
"6396","Adreian Payne","C",2013,"Michigan State","SR"
"6397","Keith Appling","G",2013,"Michigan State","SR"
"6398","Branden Dawson","F",2013,"Michigan State","JR"
"6399","Denzel Valentine","G",2013,"Michigan State","SO"
"6400","Travis Trice","G",2013,"Michigan State","JR"
"6401","Kenny Kaminski","F",2013,"Michigan State","FR"
"6402","Matt Costello","F",2013,"Michigan State","SO"
"6403","Alvin Ellis","G",2013,"Michigan State","FR"
"6404","Gavin Schilling","F",2013,"Michigan State","FR"
"6405","Alex Gauna","F",2013,"Michigan State","JR"
"6406","Russell Byrd","G",2013,"Michigan State","JR"
"6407","Keenan Wetzel","G",2013,"Michigan State","JR"
"6408","Dan Chapman","G",2013,"Michigan State","SR"
"6409","Colby Wollenman","F",2013,"Michigan State","SO"
"6410","Trevor Bohnhoff","F",2013,"Michigan State","SO"
"6411","Travis Trice","G",2014,"Michigan State","SR"
"6412","Denzel Valentine","G",2014,"Michigan State","JR"
"6413","Branden Dawson","F",2014,"Michigan State","SR"
"6414","Bryn Forbes","G",2014,"Michigan State","JR"
"6415","Matt Costello","F",2014,"Michigan State","JR"
"6416","Gavin Schilling","F",2014,"Michigan State","SO"
"6417","Marvin Clark","F",2014,"Michigan State","FR"
"6418","Lourawls Nairn","G",2014,"Michigan State","FR"
"6419","Alvin Ellis","G",2014,"Michigan State","SO"
"6420","Colby Wollenman","F",2014,"Michigan State","JR"
"6421","Javon Bess","F",2014,"Michigan State","FR"
"6422","Keenan Wetzel","G",2014,"Michigan State","SR"
"6423","Trevor Bohnhoff","F",2014,"Michigan State","JR"
"6424","Denzel Valentine","G",2015,"Michigan State","SR"
"6425","Bryn Forbes","G",2015,"Michigan State","SR"
"6426","Matt Costello","F",2015,"Michigan State","SR"
"6427","Eron Harris","G",2015,"Michigan State","JR"
"6428","Deyonta Davis","F",2015,"Michigan State","FR"
"6429","Matt McQuaid","G",2015,"Michigan State","FR"
"6430","Marvin Clark","F",2015,"Michigan State","SO"
"6431","Javon Bess","F",2015,"Michigan State","SO"
"6432","Gavin Schilling","F",2015,"Michigan State","JR"
"6433","Alvin Ellis","G",2015,"Michigan State","JR"
"6434","Lourawls Nairn","G",2015,"Michigan State","SO"
"6435","Kenny Goins","F",2015,"Michigan State","FR"
"6436","Colby Wollenman","F",2015,"Michigan State","SR"
